id,amount,bank_country_code
b2ee7000-930b-404a-b8a6-d72650e54b23,1.83,ca
c61c97ac-1df2-4763-b890-3f5b6f289d4a,16.29,ar
447ab90f-3956-4ff5-bffe-5887c8c8ea0d,155.11,bh
400caca0-83bf-46af-b87f-fa92253b9bda,8.25,ae
4c10bf72-5053-45b5-a023-c6c4d276dd9f,9.16,ae
2afc81a4-49b1-4dc0-98ce-e2ed19b7ac44,0.16,ie
515f7b21-f430-4465-a3e6-8edde009b090,7.92,mx
fa7618ed-ae12-4641-819f-afb461583fcf,5.43,fi
098c3920-5910-4033-928f-752eca273d98,1.96,sg
27000a37-6cce-4786-b2e0-e7e1f5f82615,13.05,jp
346f65cd-6c56-40b5-871e-0327b7b3bd22,18.32,ru
d2b93f53-2ff6-4355-8009-89fe4e7bfb3d,4.89,sa
44680d8a-54bc-4873-80ba-c3e0a13fb185,5.59,ru
e51f36ea-b03e-4968-93d1-11a6cc5967fb,8.18,cn
8f83a706-28d9-4d0f-af06-e30a246b72ff,0.8,ma
887b989f-5ad6-4368-a112-ab5c7f2569bc,24.12,de
3ba7cb13-214b-420d-baf6-78ce21770949,16.26,pl
4bd34c02-7e3b-437c-b09e-3684e2c43232,0.51,cy
2249c39b-77e1-4e03-a32c-b2abb1d68e07,1.93,gr
3e207026-d787-462e-9ef9-bcf847fce0ab,3.41,it
961e5b50-d675-4b1f-9f20-0e8751d6eb20,99.61,no
e84ea9a8-df98-4b6d-839f-7648c5b776ce,8.36,nz
a6fbc587-e14e-49b2-ae7d-6020a472106e,92.6,de
82126380-93f9-4054-977f-4010e9a58dec,6.82,cl
9a30ec87-9064-4615-9f7d-47b123db1d97,7.77,bh
f1d2015c-4a1c-4588-a654-eeb49e7c2227,7.71,it
a9f5934a-6903-449b-b3d1-6ab421d9cd7e,1.22,sa
9ae9bc66-5998-4756-aa73-9f32c9a803ce,34.26,br
b062aca2-e744-450c-9ae3-fa2c15bcd139,4.04,gr
3f3f2a64-1198-4ae7-b523-09e53258a55c,3.79,id
53344a9e-7331-4bb0-b068-b715609978dc,2.56,cn
90943352-d00b-4789-be20-4f78020d7f2f,4.17,fi
b0dc89d2-df95-4d8b-9245-9df37fef34d0,88.13,vn
f1b7518a-c902-45fd-9cf6-3703a61daa37,32.83,fj
676b1544-0b9c-493d-a15e-fa674e610997,6.24,au
db720b22-27c7-443d-addf-796bcd57a005,2.14,ng
37ecae1f-7260-4a5d-98d3-92cd763db132,14.0,ua
d5406df5-7f37-4295-b2a0-c43eff932a57,15.66,sg
5143533e-905c-4bb4-8f3e-482d87b274b0,12.26,sa
eca9877a-c4e7-4949-af01-ce62fbf37bea,5.38,cn
7911e0bd-4b66-4dc1-9849-ebb6620e2147,25.62,nz
ae7e62fb-1a11-414f-8370-256dd70c9872,5.93,cl
f4b000aa-e217-4914-b83b-c8db333c2476,755.98,fr
b7514367-d9a4-473c-a474-2a8504ceff6f,2.72,za
5c38febe-0924-4cb5-b4d5-b7e11d949d95,2.58,ua
3aba9d0b-9e0d-48e2-92a9-67cacc21191b,843.08,ch
b203955c-c296-4d5d-b233-5de98e3bdcee,69.13,tr
1a749b60-70ef-49f1-98da-7e70922d4184,2.6,no
ca2dca6c-1887-4e93-82e8-12d3f6a7e479,31.54,ky
90cb735a-0c10-4e52-abac-17379a6b3d49,6.51,nl
d243e977-468a-4139-a98b-77c6b26341fe,3.78,sg
f8d193f0-1fa8-4d85-b0f9-4744cf4ca754,3.12,no
d9c8fa42-3912-447a-9105-dd1d3011ba63,4.18,us
4c2aa8cb-7117-4411-ac36-c756e980bfff,469.37,mx
d35e6594-fc4e-49ab-a42a-bc6d1bfe60ae,2.62,mx
a950e9f4-334a-4c05-bc67-e56df2f980a8,46.13,be
724d7024-4b2d-4263-b6b3-065a6d0a2d08,3.33,gr
6265f0bc-a3fa-4756-b3bd-04d3104bd771,8.89,gi
bd315aa4-5366-43df-8f02-a7e00f1d5cdd,4.42,au
ba37cb16-f8c4-4182-8b33-5c87b8a7b7d3,47.39,de
c1506d3c-b2cb-472f-ba38-b621b2e967c5,9.98,sa
b4ea3b8f-3435-4a72-bdbe-da2e5848ee09,932.96,ky
500485e7-7d54-42d1-b16c-33763ca87149,0.31,ru
f8d79d2a-dd0b-4395-940e-03fa49484ddf,68.55,de
3501bdc4-8d7e-4dbf-af81-30a3f3a07408,4.02,ky
2e09a194-e041-455b-8ff7-c7c7c31cd3fb,13.25,ie
254b4a31-1f36-404c-8719-3f64adb76fc4,35.83,au
808878ef-b7d2-4b94-8f34-7c86abe53830,9.05,ro
61f8c2e6-cd87-4a87-a20c-b9f3997c8523,33.32,il
e2b7cf8a-aaef-46ae-a422-1b9826056281,281.14,cy
35f09b1a-88a2-4f8b-91de-537a3b86ae6f,5.13,ca
e2495716-81ef-4ff7-aff3-03f3627ff587,10.59,ar
54a00b51-a4c8-4e83-a627-5b8694c92ab6,9.52,bh
3a366117-0367-4d0f-b06e-4d8d0eb9d262,67.96,jp
7b5cc05c-46fe-4904-bc84-e3e001904942,797.9,fi
484c2339-e95f-4f5d-b9d2-2f9ce83f3706,5.81,ru
2b4f5ea7-6480-434c-9a28-f2a8b519c1a5,31.19,ua
068a0e70-076e-4940-9095-9db15efb7363,1.95,de
1fc9b65f-6e8f-43ae-8d80-40da26dd048a,8.22,nl
44ea1748-3148-403a-ba5e-f71fbd701a6c,30.12,ca
db7770e2-a310-4e07-977e-13c796969d23,28.76,no
135ddea2-3ebc-4007-a8d4-b58d3993c1d3,28.86,ng
852c7db2-822d-43b5-93a5-f4a3f052d1cd,6.42,nl
4cd4b8cd-56f8-40b4-88d3-1ca610774df2,2.49,fj
ec3ad745-592b-4fc9-a3ed-069cb35036c1,10.05,fj
fde75612-862f-4948-93f2-836a4a2e3e26,110.36,ch
a2204fc8-c4cc-4140-ad80-f4803b166fc7,7.55,be
9e2ea832-0c71-45b0-a92e-d71f06f53e44,13.46,cn
8854d63d-42dc-4bda-bc83-6b72084d8bff,398.86,ch
93df185c-8166-4e6f-b822-accfbd0c2f36,8.33,nz
f2618b99-da68-4323-810a-4d47fe25b272,3.51,gi
e890a3d1-e90b-4c9a-bc7f-1f4a92089d34,44.41,be
477cc8c0-e8d5-4da6-80df-1d01ad049523,6.15,sg
00aa3533-572c-4b96-9951-0b78273cb2f5,6.09,jp
10a9020f-20af-4d8e-8758-2b48f9975fdc,1.3,gr
1a571324-3fa4-4728-a6a2-22c638524e1c,3.92,nz
a3d2343c-ee13-4947-8815-aac418997fdc,88.57,us
08d3b138-e0f6-4fa5-b001-1a7fede182ab,16.08,ru
7ad8175c-7c3c-4bcd-a3d6-6b9c151e75fc,7.19,vn
c48d0e0d-d820-4adf-9989-799409bf31fd,40.18,ma
5f25702f-d378-42c0-ba70-7895c534fd82,5.57,be
e19cea6d-c995-400f-bc8a-56811003d66e,3.64,pl
564ca639-5b55-40cf-b5de-a4bf7f627eca,7.92,fj
005f4d60-89dd-4b04-a503-d0167747aa63,11.03,sa
11da8502-2226-41a1-8f76-023e98ad8666,2.39,se
879d96d7-8ee4-4391-b379-3ca1911ea056,24.23,th
e1fb8f53-c85c-4892-8008-48efc6ab7e51,11.06,ae
8970cecd-1f2d-4439-8014-8b6f192f8985,8.9,gi
f94e88ad-762c-4c13-8927-b41175df907d,0.51,mx
d7743221-7ac2-4570-aaf5-2a49b66fb014,815.59,jp
55fc50bc-2115-48d9-84ea-9068e4ce7b7a,1.03,sg
32736e1b-a71f-48ea-9e7f-6b1d8d172e06,9.65,ch
4266ef23-eb27-42db-82d3-ce2476985852,37.38,id
16f469a4-dd07-405c-9adb-ba896bb6e578,35.56,mx
55f3f261-0673-4b2e-a527-e5835320f3d4,17.32,cy
a35df426-5a8d-4b82-9cad-6432fe560702,2.73,cy
c035c069-9062-451a-abf0-df49eb01056f,6.92,be
c149f24b-e181-46d9-863b-b4d7c0f1a5bc,7.08,uk
990d03dd-cb54-42e8-8147-31fcd22c6141,4.34,be
b127a57e-4792-4493-a409-18cb919afbeb,11.12,us
7a8705c0-2551-458c-8d54-ffc0b5d567ff,5.1,nl
86926dcd-5c1c-4d2a-85c4-cf0f6e6c3da3,48.96,es
1fa12942-9121-436d-8525-b9083432999b,4.09,us
48b22ce3-32cb-4467-b743-49b036f3a03b,9.83,br
d6279533-a331-49bd-8878-dcf4a1067087,520.71,mx
7711beea-3b88-45eb-8d19-854cdca9b6c7,48.47,pl
6501d55d-ae01-4d22-a31e-55ffc7025914,3.74,be
d014335d-4c67-4730-b549-d2b25767d87c,19.44,za
3f2d2d9b-7ee5-4b36-b7e3-c245af330f72,33.87,il
fe72407e-af25-48cf-8c1d-bea37a1b9923,9.69,th
013c9c40-2741-4834-827b-ee97404aa44d,9.85,br
b33f3adb-9cca-4425-a61b-a73c9ce68f68,0.78,ky
3683ae5e-4453-4c60-8819-5023f4b907fb,3.68,id
58ce04e9-1c85-43bf-85da-82b76c9d177b,8.98,th
4770751b-9bb0-41dd-a3c7-f8b9a428c116,5.76,gr
adfac7f6-49a3-49d1-88a0-c63fb9c649d8,5.75,ru
110e0775-1687-470b-9efa-78e26a1b4041,3.12,de
e2a19808-e1a9-4ac7-989d-e767e6acd585,441.43,ca
cf178ece-3f8e-4dc0-91a9-12e7c38c30fd,4.91,nl
314b381c-5f0b-4ee9-83c0-ed949964048d,4.22,ar
75dbfe9b-a4b3-45fd-8577-d42aabbf28f3,6.68,fj
bfc2872a-797d-4eb7-8d36-f6036789eae0,35.58,ua
de1170a3-fd18-4595-8ec1-706c5c1cd107,2.3,uk
4bea0c0f-c459-4238-9387-f283910798e7,7.03,gr
728bbea6-a9f2-46b5-8696-3f216e54c3ab,43.84,sg
f31b33b0-187e-41f2-b3d1-2b6af32ecd90,248.94,nl
bd7fdbaa-1ea3-4c42-9536-eda38ab0fcd3,61.28,gr
964bde18-954a-4212-a993-04139686f94c,80.16,es
386d4db1-e31c-4f13-b82c-ff96d85e7ec1,8.09,jp
32b97797-18ad-4251-8a19-c5dd982ce723,7.24,ae
88c58ad3-adf6-4113-bd88-d25960857639,12.04,mx
dc9ca281-b6b1-49f5-be68-e852aeb68cd5,5.11,id
615ceceb-1422-450b-a624-3b3111486ae0,1.37,nz
cdb1a9e7-70ed-4b59-bc94-59e3c7169664,8.45,ru
bc080b11-e2ec-4ab2-a3b1-cd1435ecb767,172.5,nz
71630787-7ee6-4503-974b-ee69aa78cc33,9.72,ca
a9c441b9-0419-41e9-a7c1-09c3fa35095d,2.42,au
ccef1b0e-a465-4abe-8766-d3460e4c4816,9.19,cn
d58fe387-4a64-44a5-ba62-f935d9b768b6,4.62,cy
3a44fcb3-ded0-45f6-9754-c99bfac023de,8.69,nz
a9cb1ada-0274-41aa-9238-be1803463936,8.24,sa
498f14d0-e9b8-4cb6-b2cb-1ae3fb303205,1.23,ua
8b2ec6a8-230c-4884-b20a-f7b359a18fbc,8.48,no
afc7fcf7-e2f0-46b4-8601-78f28994556a,642.72,ro
56f9b4c3-7cbf-40ec-9f07-1bb63305a730,2.67,se
712e1f31-503f-4a2d-b612-484ec2755819,7.0,br
59a7f22b-cd93-4899-86a4-fafbfad182a8,9.81,id
0f7c155d-3345-4f94-8dcc-a4956198ac34,60.8,ie
f905f496-0dd9-4aaf-8d95-75f5212f0891,92.15,cn
374bb845-a979-43c1-b158-4923784e68e0,55.89,bh
f6a1aee9-f424-4cfe-8aa7-9732206d0971,4.32,es
39ff532c-db81-4fc2-bc12-df75da1b226e,71.46,vn
173ba0a9-31cb-4474-91ac-f5d12377e64c,4.21,it
1951cddd-4a10-4fc2-b62e-444f295fd207,1.21,sg
0e158330-0708-4eca-9c38-c68f577e422a,37.95,ca
212ecacc-bf0b-44dc-a355-a9548da336a0,6.13,us
73106307-67b0-48c0-9c43-f8970a058e82,6.24,pl
4d2a1b77-d490-4227-9d79-ccc742316dd3,13.95,ch
b552ad6a-e8a1-4250-b7cb-3fd28091165d,5.15,cn
4c15b3cf-49ef-485d-8be5-2507a3db167b,4.13,ky
f1d5eaf1-ffb7-4a83-8ab1-245084881b45,1.64,id
2cc71755-dc74-4b3e-ae00-d8b8ff38d459,42.16,nz
772905eb-f56d-4ef9-ac01-65239d08d183,8.42,ie
9e045b7d-9ac5-45d3-8c76-2f49332e4bb4,3.54,ae
10301036-4061-4705-b729-78ffce2c963e,28.38,es
e837621d-e094-4afc-b0c0-8e288faa4b1d,9.83,il
3c9ef33d-be29-4151-8451-901937854691,8.49,ca
c2aa9c32-eb43-42f8-942c-ce4566528895,5.1,no
7dcbfc78-b202-415e-be6e-ebb54bccaa9a,749.43,id
57bfcc40-30de-4f54-8327-3d1c5e2c10e2,192.54,it
8c0f1906-f1c6-468e-918c-58c8180d1d61,8.16,il
48248c0c-9a1e-4783-9ed2-df0d2f510963,3.34,nl
c8fad710-83e4-4729-9509-5ddd81701332,35.59,ar
289399de-53de-42f8-b5e3-43236cbba575,6.5,au
76023f7a-763c-4277-9558-2aa939c00d01,0.84,nl
075d1668-f7ee-44c3-bec2-c225d5cb368f,6.48,ar
7a62a45d-2d64-409e-acd8-752f2c0c2b22,37.69,cn
6017e62c-8c2f-42f8-8044-209e9d66284e,2.12,gi
58238e51-b4c9-4a2a-aac0-0a7d82121c55,851.02,cl
577ca5a0-f259-4e93-afd8-17b58418df1f,8.37,pl
eed665a1-9362-4ed4-9125-5f5ebe706761,16.32,ky
eacd227e-78ae-4286-9b1a-490fdc9d74e8,513.25,tr
21f119ff-dd70-442b-a08d-c7ca7abccd2b,37.51,fr
5c80d675-863c-450e-aa79-3168bc9f475e,20.3,vn
a9b6b664-59d7-4a58-ad6a-8ddae8ac9e73,4.66,bh
bdca76e7-6ed5-420b-9acf-8415b4dceb66,4.02,nz
ee21b215-6fe6-4be6-b280-1d80bc4d0f56,8.91,gi
6df24c34-f123-48a4-ba04-a8de860fd93b,1.47,nz
5fa09735-f814-4595-a084-2a6523b8aabc,5.57,fj
1823b68e-dea4-428f-a439-6e9cd48f5bdf,317.75,pl
daaec9ab-68f4-4380-b06a-07528f12e5e6,3.48,ky
ffdd6067-619e-4cf4-8a62-81e5bbc54a0a,514.37,uk
b1bde41a-8a52-4a3e-9310-abaddb3bc9cc,9.48,cn
884b97ad-3cc4-43b5-b925-d4e3484151a7,4.97,jp
1a893c1b-aaa6-4161-851a-6a7d3b02ccf5,37.68,br
68d9f106-17ca-4e9a-8c09-308ef2826e20,7.99,ky
7163f829-ce4b-4aa4-bf6a-dc9fded5966b,1.4,sa
8985c607-506d-467d-aaf3-b90f61867c39,25.57,nl
1f9417d3-3370-4441-9e6b-7a33d23ba7a5,3.87,th
06766e52-5c66-4b6a-bcdc-8755743fae3a,0.53,be
4310242d-3e25-485e-a3e3-e366f9878bda,3.6,mx
51989a2a-9cec-4653-90d3-4f50131193c0,35.4,se
135a6768-1334-44d2-8a3d-11024f91c907,6.79,tr
da1aa7cb-09fb-4013-bed2-61300c538552,42.88,de
88238d44-3bb3-4eb4-a433-8917f4ccc582,6.29,hk
d91f0b70-7aa6-4fbb-b847-12dd2803434a,8.79,jp
0f88618e-a728-4919-b1e3-09b82066d0de,1.86,bh
2b0371c5-d9a4-4090-bc4a-1a5d40fb9c3d,19.55,ma
eb893c4b-d1e0-4843-8956-df976338eb2b,14.6,gi
4ce0b5cd-4eaf-4f2f-a18f-98fb04846c40,4.38,ng
1196c1f5-79fb-4be1-b3b2-1f99db96d266,86.05,ky
50d746ff-ebad-48cf-94d1-c99acc483207,53.47,ru
43b585b9-a9ab-42c9-9712-3cee9e6dcda2,74.2,sg
33bcc69b-bbfe-4155-9b30-6573853c1a13,4.2,it
ee00657e-ec52-4a68-82bd-e02dd7c3de89,42.23,ro
0f08c580-b07e-4ec1-855d-33848f9086b9,8.66,no
638d2d28-6241-4740-8549-fb7525216e2e,49.29,de
9003868f-c730-437a-b2f1-528d55f02ecb,237.29,ca
f4eb33f0-2e33-4191-89be-d26208628440,1.29,id
33fea47d-0f53-4312-a34a-86fa98cccbd1,90.21,no
8359889c-6f15-454d-b5e9-e148415601d3,9.97,fr
f20ae2b2-698b-4da4-81ce-dcca00cb5a2d,5.36,gi
87073435-66d9-4fe8-bdcb-7c060df2c615,5.08,ca
acaacc9f-ea51-48cd-9eb5-c8335e87a703,92.31,au
c42ec5b9-0909-4a54-89cd-65884bd04333,40.43,be
967d80b6-f735-4c7c-9579-110f7f0e3df1,4.35,ma
435d32d5-d752-49b3-b1c3-b0f673f6f4c2,8.33,be
a9e88740-d4ef-4ee8-99aa-283d913894c8,124.68,ua
b8af2909-b8f6-43cb-8134-5cda9ddc88da,1.88,th
f967d276-b43c-4445-a111-ef03a1010ee9,7.39,sg
14c95726-093a-4a2d-bfeb-46d016e0c273,2.68,gi
758837b9-b0ed-4ae1-848a-f376a6cc4db6,5.0,ng
24bc1dab-e4db-4817-befb-ab208afde59e,22.41,sg
4d7dc57c-ee38-488f-975b-15f597e5516b,4.34,au
33c2feea-4a4d-4407-8a3e-0ae9b1eb7656,9.42,cy
ca605890-e330-40c2-9825-f320a48f6910,22.26,hk
2609ec24-480f-446d-b99f-ab7bd6dbd1e9,81.18,ma
c49aa046-15e6-4999-8b59-cf699dd1b0cb,5.04,hk
eeedbd9e-4bf4-485a-bcba-d7d0e880b528,1.13,za
727389e4-5821-4dec-9dc6-09cfc3ca132f,0.76,ua
604c28ca-eed0-47f4-aea3-ff40a8e06650,2.59,ro
49f0c074-2ffc-4732-953b-85fc5b289eb5,1.95,ar
44b4cb7b-045a-4e48-9e62-4148be4df993,1.43,ng
5f9a0bad-ca44-48dd-b602-ac8b4c60e4cc,6.26,ch
62e8ebb9-761a-457d-8aab-b4cfe7c3d648,9.1,us
3eb5fd12-3124-4d7c-a5fb-33c72193de45,48.55,hk
c327bf44-3be1-45a5-88b3-b0f020bb9200,7.3,ma
c3be793e-498f-4e08-bdb7-b9527d8de89f,6.68,cl
3f726449-e61b-4d78-8d83-38f2d8988035,867.0,br
8a8a00c6-a03f-41e1-9cc7-93d5c0b6908b,30.12,ng
d832a9bc-d039-4d99-a398-a795413081c4,5.12,hk
7fc65f0d-6a7a-48b2-98bd-8d87a488077c,9.09,se
0f6ca790-baa8-47c3-b475-6cd04411204f,30.2,ru
7e2c085e-caf9-4072-9393-5cb79c4c4e71,189.28,cy
1202794b-738d-4f21-bacb-83a2026d9be0,7.1,ca
ed25624b-4ca7-4278-984d-56985c28e92e,2.39,fi
b8481dde-d06a-44a4-9c7f-aa368561b36f,680.35,cy
0d79028d-9bfb-40ac-bf2e-3de8e0cda37a,37.58,fi
6e4b3bee-81c5-4b1b-ac24-425d2a027f77,2.92,mx
26d0d845-7b1c-4bbe-872b-e474ff15e6c4,4.68,be
aa8e471c-2103-45fd-86ca-2a01bbe500c4,7.16,it
107fd2ec-53a6-46e7-a0a2-3adb994aa1e8,17.81,sa
009e5eb3-7f84-45eb-a46a-90691b7a2279,24.68,it
84a291d3-8248-423e-b454-07d8d2db5312,10.01,cl
6775f5a8-766b-4a32-bb69-0d5cdd0d629b,7.78,fi
31e1b332-bb80-4d4a-99bb-a5bddf794ce9,76.8,il
2524dd63-0196-4fdb-be45-efa2c151d3c9,9.09,ru
1782183a-c8bc-4d78-a520-3b24dfdf3e39,5.85,ar
e4d3d10e-c0bf-4249-89ff-7438936f9a08,26.25,fj
912f5f55-3074-4c89-8584-0e56b102d5c8,789.03,vn
5b6ad2b9-f5f5-4550-9fd1-97f08a43de1e,23.77,ca
1ada2787-3e91-4c9d-9d99-2246f74f1300,66.83,za
402d6de9-c2e6-4605-b221-e83263e744a5,1.56,sa
9b14eeec-26c0-4824-94fb-77459eb3a949,7.56,de
891f5a6e-47a6-410b-a2f1-a40eeefe4d1e,88.39,mx
64091327-6893-402b-848e-8ce4656e6c9d,1.14,ro
fafbc4f5-72af-46a5-960f-d231b0dd08ed,0.3,fj
56c4e265-73dc-47bd-bfbf-6d1867ce7157,772.74,cn
a914aad6-5c96-4e1d-a7a0-d56bea2859a0,3.63,cl
0fc774b1-a8ec-4031-b2a7-b01089977110,35.7,ch
45cc685c-e92d-4f0d-b02c-f3b700ea6890,1.53,gr
276cfab9-444c-43e9-a80e-0122fe41cba5,671.03,pl
c9584fd1-776e-41f5-a3ad-b93c817628ff,9.73,sg
8c442b3f-b685-4595-891b-abfdc444f85a,37.1,hk
5ebaf13e-5bd2-4b9b-b158-564b778adcf8,93.35,ma
6144bda5-8548-4184-9015-8c8347ca0555,0.08,ae
8285b813-40fe-493e-b9a6-3416b34c1dff,11.85,cn
a81f33d9-21e3-4cfc-a138-ae04c8d563a9,0.59,uk
d7034f22-c8f4-4e09-9682-6078a1d0cebd,7.27,ie
807156ca-1fcb-4b87-8365-8ed2ae5fc8a7,33.33,sg
05e6fde4-ba06-4588-9b01-937dcd5854b9,526.11,ie
3ef98fe8-ceba-4070-9ad4-d41411892b1c,572.82,gi
80a71557-7b56-452b-a0b3-caacb7df4f92,6.93,ar
389cae7c-beca-40cf-a3e8-cea7105ef8a7,7.2,th
3a9ac90c-20d1-4365-b7b4-950d7105b177,95.04,sa
b9af950f-2975-43b5-a560-5d98eacbaa1b,8.85,it
1042114a-de81-4699-b867-b73c017adfc4,602.84,jp
a5e06649-4a85-4589-b407-67e65a8dd94a,931.06,za
99d1c3a0-e806-44dd-94b2-e2c32b4930ad,5.47,nl
2bacc6b4-afd9-463a-8a7a-6db2d36866e0,9.73,cy
3557b181-2190-45fa-baad-e5a1181a1494,13.5,ma
0cc285c3-1b66-4e80-8f46-354ab58197b8,354.73,nl
10670659-57f4-4212-a8f6-a2aa2286a30a,25.48,tr
f6f66beb-ef64-4645-9e82-e318feedc907,8.81,au
eb3f3357-3267-40b6-bf0c-38d1b5fee7b7,9.96,ar
46963b99-7bb3-44dc-9189-6aa45d1c50a4,11.62,be
6a48c7c2-cb39-496a-914c-eb1dc9e4b858,32.63,ar
46bbd6af-0a13-4614-b8d3-92e29850e268,33.97,ae
6ec02979-f7b6-4caa-830d-1df187d9a542,0.35,nz
5b287357-5536-46c7-9bc6-4e61f25d86e9,9.08,ro
e3d4564e-9844-42cb-bc2b-b60cb4455a14,1.26,us
aab99998-3e8d-4e4c-98b4-baf439b21b8c,786.02,sa
f47038ae-08d8-4731-be40-2ac5f5073e9e,4.92,fr
bb3a97b2-2196-4780-a0e9-abbb7217b91b,7.15,bh
d37e501d-4027-4d95-8cf5-273d929f5b93,31.23,ro
0b4d1ab4-f411-4333-ac8b-a49916d60f22,65.81,ar
a360dbb5-15b0-4154-bbc7-b9056c21fcfa,4.74,vn
fd791e63-fa02-4fbc-b662-833248e79a1f,55.61,ma
3097c452-84c5-4c04-8904-063c4e8d0452,262.76,fj
973003b3-0111-458b-bcbd-acf0cb89b883,35.37,vn
d9fb4cee-78a9-4f4c-88b4-616a506ad067,2.59,gr
f3007d8b-2852-4199-a7b9-62e24f787579,1.45,gr
5b22f92f-cf8a-4bda-8c04-172c7804e106,4.07,tr
6be704fc-6693-4526-b3ae-b5f3cb8387a2,708.83,ch
7c37578a-7dcb-4702-9cf8-fe18e8531635,8.62,hk
97358a83-0c77-418a-8966-ba283e5be2b3,36.81,sg
e3f73a2d-f5e7-40d6-bcca-a32cfab632a0,591.59,za
60858e2f-8e02-49ba-a89a-2ecc38e1f8dc,4.2,ng
97164f7e-6f4e-4329-b34a-712501edd47b,397.44,cy
76831587-1ac2-4ccb-8605-9096d7051256,44.26,jp
ccb444f4-da32-4d8c-9ca4-ef51b379c419,35.27,ky
b710f8d1-eafc-414e-8032-7e2a4a96d37d,1.42,ie
